ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,3,"78,120","202,690","156,000","202,690",0,0,0,0,0,0,153,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,4,"80,286","199,747","160,756","199,747",0,0,0,0,0,0,212,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,5,"89,439","204,655","172,977","204,655",0,0,0,0,0,0,246,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,6,"95,799","201,060","174,712","201,060",0,0,0,0,0,0,30,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,7,"103,265","193,052","183,511","193,052",0,0,0,0,0,0,114,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,8,"82,146","205,195","157,088","205,195",0,0,0,0,0,0,0,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,9,"80,088","198,578","160,031","198,578",0,0,0,0,0,0,226,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,10,"75,624","169,963","147,467","169,963",0,0,0,0,0,0,352,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,11,"73,581","178,495","143,714","178,495",0,0,0,0,0,0,159,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,12,"67,712","175,710","134,264","175,710",0,0,0,0,0,0,113,Chickamauga & Chattanooga NMP,CHCH,National Military Park,Southeast ,GA,2021,"945,390","2,266,432","1,836,939","339,964",0,0,0,0,0,0,"1,755"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,1,"46,964","129,420","132,394","129,420",0,0,387,330,0,0,48,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,2,"60,869","131,069","190,282","131,069",0,0,742,"1,078",0,0,60,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,3,"89,016","129,417","318,388","129,417",0,0,"2,430","2,286",0,0,155,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,4,"100,112","133,071","417,242","133,071",0,0,"3,475","4,377",0,0,560,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,5,"161,781","131,226","755,280","131,226",0,0,"6,382","7,620",0,0,"3,220",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,6,"237,955","145,162","1,122,728","145,162",0,0,"12,622","7,675",0,0,"5,592",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,7,"293,189","155,579","1,329,111","155,579",0,0,"14,550","11,670",0,0,"3,432",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,8,"225,868","139,326","844,526","139,326",0,0,"7,629","4,686",0,0,"1,564",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,9,"151,729","161,292","729,312","161,292",0,0,"7,966","5,577",0,0,"4,065",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,10,"75,715","147,494","490,564","147,494",0,0,"7,730","6,604",0,0,"1,032",Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,11,"53,251","119,204","240,281","119,204",0,0,"2,009","3,339",0,0,144,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,12,"20,653","94,960","79,372","94,960",0,0,554,866,0,0,0,Chickasaw NRA,CHIC,National Recreation Area,Intermountain ,OK,2021,"1,517,102","1,617,220","6,649,480","129,378",0,0,"66,476","56,108",0,0,"19,872"
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,1,"4,252",300,"22,053",300,0,0,529,395,0,0,0,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,2,"5,646",300,"28,660",300,0,0,621,532,0,0,0,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,3,"8,564",300,"45,826",300,0,0,"1,119",738,0,0,0,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,4,"6,555",300,"39,076",300,0,0,"1,140",599,0,0,0,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,5,"5,193",300,"38,712",300,0,0,"1,374",576,0,0,0,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,6,"2,552",300,"29,388",300,0,0,"1,141",470,0,0,32,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,7,"2,397",300,"18,680",300,0,0,588,165,0,0,110,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,8,"1,831",300,"12,145",300,0,0,321,100,0,0,80,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,9,"2,648",300,"19,741",300,0,0,604,97,0,0,148,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,10,"4,835",300,"23,942",300,0,0,290,509,0,0,178,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,11,"4,785",300,"36,571",300,0,0,"1,043",556,0,0,161,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,12,"4,155",300,"27,091",300,0,0,761,442,0,0,104,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2021,"53,413","3,600","341,885","1,200",0,0,"9,531","5,179",0,0,813
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,1,57,0,14,0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,2,"7,664",0,"4,046",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,3,"8,567",0,"4,932",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,4,"8,672",0,"5,121",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,5,"8,478",0,"4,826",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,6,"8,947",0,"5,282",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,7,"8,186",0,"4,563",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,8,"8,146",0,"4,512",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,9,"8,100",0,"4,500",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,10,"8,119",0,"4,510",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,11,"8,136",0,"4,512",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,12,"8,128",0,"4,525",0,0,0,0,0,0,0,0,Christiansted NHS,CHRI,National Historic Site,Southeast ,VI,2021,"91,200",0,"51,343",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,1,"1,798",0,"6,292",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,2,946,0,"3,312",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,3,"2,971",0,"10,398",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,4,"7,265",0,"25,426",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,5,"15,792",0,"55,272",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,6,"16,038",0,"56,134",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,7,"12,445",0,"43,556",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,8,"11,168",0,"39,087",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,9,"13,063",0,"45,722",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,10,"8,421",0,"29,474",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,11,"5,076",0,"17,767",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,12,"2,393",0,"8,374",0,0,0,0,0,0,0,0,City of Rocks NRES,CIRO,National Reserve,Pacific West ,ID,2021,"97,376",0,"340,814",0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,1,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,2,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,3,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,4,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,5,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,6,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,7,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,8,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,9,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,10,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,11,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,12,0,0,0,0,0,0,0,0,0,0,0,Clara Barton NHS,CLBA,National Historic Site,National Capital ,MD,2021,0,0,0,0,0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,1,"135,923","132,304","135,923","132,304",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,2,"103,870","113,626","103,870","113,626",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,3,"270,566","171,185","276,863","171,185",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,4,"305,467","186,257","315,777","186,257",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,5,"330,060","192,117","338,652","192,117",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,6,"315,751","154,790","327,473","154,790",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,7,"349,190","247,989","361,827","247,989",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,8,"323,696","141,845","334,436","141,845",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,9,"310,439","144,372","320,425","144,372",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,10,"304,847","88,575","317,055","88,575",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,11,"192,628","135,798","202,489","135,798",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,12,"171,983","183,328","179,487","183,328",0,0,0,0,0,0,0,Colonial NHP,COLO,National Historical Park,Northeast ,VA,2021,"3,114,420","1,892,186","3,214,277","946,093",0,0,0,0,0,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,1,"27,995","23,729","63,447","23,729",0,0,15,111,5,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,2,"27,668","23,852","63,079","23,852",0,0,30,122,4,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,3,"38,557","25,895","100,475","25,895",0,0,444,640,18,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,4,"48,315","29,993","205,194","29,993",0,0,"3,411","3,534",20,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,5,"54,442","35,714","229,758","35,714",0,0,"4,203","3,474",68,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,6,"52,354","34,261","206,664","34,261",0,0,"3,881","2,438",123,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,7,"54,482","30,053","190,682","30,053",0,0,"3,293","1,684",11,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,8,"45,079","35,530","151,044","35,530",0,0,"2,205","1,436",12,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,9,"49,150","31,788","166,677","31,788",0,0,"2,301","1,817",5,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,10,"42,635","39,818","145,582","39,818",0,0,"1,650","1,965",32,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,11,"31,592","28,519","77,269","28,519",0,0,130,414,3,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Colorado NM,COLM,National Monument,Intermountain ,CO,2021,12,"27,572","24,919","62,803","24,919",0,0,26,122,3,0,0,Colorado NM,COLM,National Monument,Intermountain ,CO,2021,"499,841","364,071","1,662,674","182,037",0,0,"21,589","17,757",304,0,0
Congaree NP,CONG,National Park,Southeast ,SC,2021,1,"14,159",0,"59,218",0,0,0,0,0,82,0,755,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,2,"14,064",0,"60,233",0,0,0,0,0,70,0,832,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,3,"22,219",0,"101,896",0,0,0,0,0,191,0,"1,571",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,4,"20,036",0,"85,949",0,0,0,0,0,179,0,"1,113",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,5,"24,978",0,"102,613",0,0,0,0,0,267,0,"1,117",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,6,"18,298",0,"85,535",0,0,0,0,0,152,0,"1,380",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,7,"16,936",0,"72,709",0,0,0,0,0,80,0,"1,015",Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,8,"12,334",0,"48,283",0,0,0,0,0,38,0,526,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
Congaree NP,CONG,National Park,Southeast ,SC,2021,9,"17,309",0,"68,047",0,0,0,0,0,75,0,731,Congaree NP,CONG,National Park,Southeast ,SC,2021,"215,181",0,"935,149",0,0,0,0,0,"1,416",0,"13,064"
